Drug1Name Drug1DBID Drug2Name Drug2DBID Description
Pravastatin	DB00175	Digoxin	DB00390	The serum concentration of Pravastatin can be decreased when it is combined with Digoxin.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Dihydroergotamine	DB00320	The metabolism of Pravastatin can be decreased when combined with Dihydroergotamine.	the metabolism of drug1 can be decreased when combined with drug2.
Pravastatin	DB00175	Dihydrotestosterone	DB02901	The serum concentration of Dihydrotestosterone can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Diltiazem	DB00343	The metabolism of Pravastatin can be decreased when combined with Diltiazem.	the metabolism of drug1 can be decreased when combined with drug2.
Pravastatin	DB00175	Dipyridamole	DB00975	The serum concentration of Pravastatin can be increased when it is combined with Dipyridamole.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Docetaxel	DB01248	The serum concentration of Docetaxel can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Domperidone	DB01184	The serum concentration of Domperidone can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Doxazosin	DB00590	The serum concentration of Pravastatin can be increased when it is combined with Doxazosin.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Doxepin	DB01142	The serum concentration of Pravastatin can be increased when it is combined with Doxepin.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Doxorubicin	DB00997	The serum concentration of Doxorubicin can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Doxorubicin	DB00997	The serum concentration of Pravastatin can be decreased when it is combined with Doxorubicin.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Doxycycline	DB00254	The metabolism of Pravastatin can be decreased when combined with Doxycycline.	the metabolism of drug1 can be decreased when combined with drug2.
Pravastatin	DB00175	Dronabinol	DB00470	The serum concentration of Pravastatin can be increased when it is combined with Dronabinol.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Dronedarone	DB04855	The metabolism of Pravastatin can be decreased when combined with Dronedarone.	the metabolism of drug1 can be decreased when combined with drug2.
Pravastatin	DB00175	Edoxaban	DB09075	The serum concentration of Edoxaban can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Efavirenz	DB00625	The serum concentration of Pravastatin can be decreased when it is combined with Efavirenz.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Elbasvir	DB11574	The serum concentration of Pravastatin can be increased when it is combined with Elbasvir.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Eletriptan	DB00216	The serum concentration of Eletriptan can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Eltrombopag	DB06210	The serum concentration of Pravastatin can be increased when it is combined with Eltrombopag.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Enalapril	DB00584	The serum concentration of Pravastatin can be increased when it is combined with Enalapril.	the serum concentration of drug1 can be increased when it is combined with drug2.
Pravastatin	DB00175	Enzalutamide	DB08899	The serum concentration of Pravastatin can be decreased when it is combined with Enzalutamide.	the serum concentration of drug1 can be decreased when it is combined with drug2.
Pravastatin	DB00175	Epinastine	DB00751	The serum concentration of Epinastine can be increased when it is combined with Pravastatin.	the serum concentration of drug2 can be increased when it is combined with drug1.
Pravastatin	DB00175	Ergonovine	DB01253	The serum concentration of Pravastatin can be increased when it is combined with Ergonovine.	the serum concentration of drug1 can be increased when it is combined with drug2.
